Year,Paper Title,Abstract,Authors,DOI,Paper PDF,Video URL,Project Page,Conference
2017,"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation (ACM DIS 2017)","ndividuals could also customize aesthetic graphic designs by following the detailed fabrication process to achieve personalized patterns. We propose four different dynamic types of color animation by applying certain voltage to the heating circuitry. With two examples, Email Reminder and Light Control System, we demonstrate how AnimSkin can be integrated into everyday life, and specifically, we show how AnimSkin can benefit areas such as on-skin design, thin-film interface and beauty technology.
	[...]","Yanan Wang, Shijian Luo, Yujia Lu, Hebo Gong, Yexing Zhou, Shuai Liu, and Preben Hansen",https://doi.org/10.1145/3064663.3064687,https://www.researchgate.net/publication/316788424_AnimSkin_Fabricating_Epidermis_with_Interactive_Functional_and_Aesthetic_Color_Animation,https://vimeo.com/199040869,http://wang-yanan.com/AnimSkin,ACM DIS 2017
2017,Computing interior support-free structure via hollow-to-fill construction (COMPUTER AND GRAPHICS 2017),"Given a voxelized model and the optimization goal, we first hollow out the model until it becomes a shell, whose thickness is determined by the physical material properties, and then add the support-free structures to optimize the inner surface, and finally refine the inner surface from bottom to top to minimize the optimization objective while maintaining the support-free property.
	Furthermore, shape deformation and extra weights are also utilized to optimize the shape for design goals.
	[...]","Yang Yang, Shuangming Chai, Xiao-Ming Fu",https://doi.org/10.1016/j.cag.2017.07.005,,,,COMPUTER AND GRAPHICS 2017
2017,Personalized food printing for portrait images (COMPUTER AND GRAPHICS 2017),"Our framework automatically converts an arbitrary input image into an optimized printable path to facilitate food printing, while preserving the prominent features of the image.
	This is achieved based on two key stages.
	First, we apply image abstraction techniques to extract salient image features.
	Robust face detection and sketch synthesis are optionally involved to enhance face features for portrait images.
	[...]","Haiming Zhao, Jufeng Wang, Xiaoyu Ren, Jingyuan Li, Yong-Liang Yang, Xiaogang Jin",https://doi.org/10.1016/j.cag.2017.07.012,http://yongliangyang.net/docs/foodPrinting_c&g17.pdf,,,COMPUTER AND GRAPHICS 2017
2017,String Actuated Curved Folded Surfaces (ACM SIGGRAPH 2017),"We introduce string actuated curved folded surfaces that can be shaped by pulling a network of strings, thus, vastly simplifying the process of creating such surfaces and making the folding motion an integral part of the design.
	Technically, we solve the problem of which surface points to string together and how to actuate them by locally expressing a desired folding path in the space of isometric shape deformations in terms of novel string actuation modes.
	[...]","Martin Kilian, Aron Monszpart, and Niloy J. Mitra.",https://doi.org/10.1145/3015460,http://geometry.cs.ucl.ac.uk/projects/2017/string-actuated/paper_docs/StringActuated_KilianMonszpartMitra_TOG17.pdf,https://www.youtube.com/watch?list=PLOp-ngXvomHCJvEM3rTjHZNiz5yH5jWvI&v=1Ja4wD2sG94,http://geometry.cs.ucl.ac.uk/projects/2017/string-actuated/,ACM SIGGRAPH 2017
2017,Design and volume optimization of space structures (ACM SIGGRAPH 2017),"We study the design and optimization of statically sound and materially efficient space structures constructed by connected beams.
	We propose a systematic computational framework for the design of space structures that incorporates static soundness, approximation of reference surfaces, boundary alignment, and geometric regularity.
	To tackle this challenging problem, we first jointly optimize node positions and connectivity through a nonlinear continuous optimization algorithm.
	[...]","Caigui Jiang, Chengcheng Tang, Hans-Peter Seidel, and Peter Wonka.",https://doi.org/10.1145/3072959.3073619,http://people.mpi-inf.mpg.de/~cjiang/structure_final.pdf,https://www.youtube.com/watch?v=VC5yIl7anhM,,ACM SIGGRAPH 2017
2017,Interactive design of animated plushies (ACM SIGGRAPH 2017),"We present a computational approach to creating animated plushies, soft robotic plush toys specifically-designed to reenact user-authored motions.
	Our design process is inspired by muscular hydrostat structures, which drive highly versatile motions in many biological systems.
	We begin by instrumenting simulated plush toys with a large number of small, independently-actuated, virtual muscle-fibers. Through an intuitive posing interface, users then begin animating their plushie.
	[...]","James M. Bern, Kai-Hung Chang, and Stelian Coros.",https://doi.org/10.1145/3072959.3073700,http://jamesmbern.com/siggraph2017.pdf,https://www.youtube.com/watch?v=ybZzdxWS9ko,,ACM SIGGRAPH 2017
2017,Computational design of telescoping structures (ACM SIGGRAPH 2017),"We present a novel geometric characterization of telescoping curves, and explore how free-form surfaces can be approximated by networks of such curves.
	Based on this principle we develop a system for computational design and fabrication which allows users to explore the space of telescoping structures; inputs to our system include user sketches or arbitrary meshes, which are then converted to a curve skeleton. We prototype applications in animation, fabrication, and robotics, using our system to design a variety of both simulated and fabricated examples.
	[...]","Christopher Yu, Keenan Crane, and Stelian Coros.",https://doi.org/10.1145/3072959.3073673,http://www.cs.cmu.edu/~christoy/Projects/Telescopes-sig2017.pdf,https://www.youtube.com/watch?v=guI-Uw4W0T8,http://www.cs.cmu.edu/~christoy/Projects/Telescopes.html,ACM SIGGRAPH 2017
2017,Dynamics-aware numerical coarsening for fabrication design (ACM SIGGRAPH 2017),"In this paper we present Dynamics-Aware Coarsening (DAC) and the Boundary Balanced Impact (BBI) model which allow for the accurate simulation of dynamic, elastic objects undergoing both large scale deformation and frictional contact, at rates up to 79 times faster than state-of-the-art methods.
	DAC and BBI produce simulations that are accurate and fast enough to be used (for the first time) for the computational design of 3D-printable compliant dynamic mechanisms.
	Thus we demonstrate the efficacy of DAC and BBI by designing and fabricating mechanisms which flip, throw and jump over and onto obstacles as requested.
	[...]","Desai Chen, David I. W. Levin, Wojciech Matusik, and Danny M. Kaufman.",https://doi.org/10.1145/3072959.3073669,http://cfg.mit.edu/sites/cfg.mit.edu/files/dynamics-aware-coarsening.pdf,https://www.youtube.com/watch?v=TyjUYMS62b8,http://cfg.mit.edu/content/dynamics-aware-numerical-coarsening-fabrication-design,ACM SIGGRAPH 2017
2017,A computational design tool for compliant mechanisms (ACM SIGGRAPH 2017),"We present a computational tool for designing compliant mechanisms. Our method takes as input a conventional, rigidly-articulated mechanism defining the topology of the compliant design.
	This input can be both planar or spatial, and we support a number of common joint types which, whenever possible, are automatically replaced with parameterized flexures.
	As the technical core of our approach, we describe a number of objectives that shape the design space in a meaningful way, including trajectory matching, collision avoidance, lateral stability, resilience to failure, and minimizing motor torque.
	[...]","Vittorio Megaro, Jonas Zehnder, Moritz Bächer, Stelian Coros, Markus Gross, and Bernhard Thomaszewski.",https://doi.org/10.1145/3072959.3073636,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20170711145348/A-Computational-Design-Tool-for-Compliant-Mechanisms-Paper1.pdf,https://www.youtube.com/watch?v=IUe3mGkngs4,https://www.disneyresearch.com/publication/a-computational-design-tool-for-compliant-mechanisms/,ACM SIGGRAPH 2017
2017,Computational design and automated fabrication of kirchhoff-plateau surfaces (ACM SIGGRAPH 2017),"We propose a computational tool for designing Kirchhoff-Plateau Surfaces---planar rod networks embedded in pre-stretched fabric that deploy into complex, three-dimensional shapes.
	While Kirchhoff-Plateau Surfaces offer an intriguing and expressive design space, navigating this space is made difficult by the highly nonlinear nature of the underlying mechanical problem.
	In order to tackle this challenge, we propose a user-guided but computer-assisted approach that combines an efficient forward simulation model with a dedicated optimization algorithm in order to implement a powerful set of design tools.
	[...]","Jesús Pérez, Miguel A. Otaduy, and Bernhard Thomaszewski.",https://doi.org/10.1145/3072959.3073695,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20170718095809/Computational-Design-and-Automated-Fabrication-of-Kirchhoff-Plateau-Surfaces-Paper.pdf,https://www.youtube.com/watch?v=a2fst73hA2A,https://www.disneyresearch.com/publication/kirchhoff-plateau-surfaces/,ACM SIGGRAPH 2017
2017,Lightweight structure design under force location uncertainty (ACM SIGGRAPH 2017),"We introduce a lightweight structure optimization approach for problems in which there is uncertainty in the force locations. Such uncertainty may arise due to force contact locations that change during use or are simply unknown a priori.
	Given an input 3D model, regions on its boundary where arbitrary normal forces may make contact, and a total force-magnitude budget, our algorithm generates a minimum weight 3D structure that withstands any force configuration capped by the budget.
	Our approach works by repeatedly finding the most critical force configuration and altering the internal structure accordingly.
	[...]","Erva Ulu, James Mccann, and Levent Burak Kara.",https://doi.org/10.1145/3072959.3073626,http://www.contrib.andrew.cmu.edu/~eulu/assets/projects/2017SIGGRAPH/siggraph2017.pdf,https://www.youtube.com/watch?v=ozIBFOr-Djc,PAGES,ACM SIGGRAPH 2017
2017,Functionality-aware retargeting of mechanisms to 3D shapes (ACM SIGGRAPH 2017),"We present an interactive design system to create functional mechanical objects. Our computational approach allows novice users to retarget an existing mechanical template to a user-specified input shape.
	Our proposed representation for a mechanical template encodes a parameterized mechanism, mechanical constraints that ensure a physically valid configuration, spatial relationships of mechanical parts to the user-provided shape, and functional constraints that specify an intended functionality.
	[...]","Ran Zhang, Thomas Auzinger, Duygu Ceylan, Wilmot Li, and Bernd Bickel.",https://doi.org/10.1145/3072959.3073710,http://pub.ist.ac.at/~rzhang/MechRet.pdf,https://www.youtube.com/watch?v=hwLNbFNI1uk,http://visualcomputing.ist.ac.at/publications/2017/MechRet/,ACM SIGGRAPH 2017
2017,Interactive design space exploration and optimization for CAD models (ACM SIGGRAPH 2017),"In our work, we address these challenges and develop tools that allow interactive exploration and optimization of parametric CAD data. To achieve interactive rates, we use precomputation on an adaptively sampled grid and propose a novel scheme for interpolating in this domain where each sample is a mesh with different combinatorics.
	Specifically, we extract partial correspondences from CAD representations for local mesh morphing and propose a novel interpolation method for adaptive grids that is both continuous/smooth and local (i.e., the influence of each sample is constrained to the local regions where mesh morphing can be computed).
	[...]","Adriana Schulz, Jie Xu, Bo Zhu, Changxi Zheng, Eitan Grinspun, and Wojciech Matusik.",https://doi.org/10.1145/3072959.3073688,https://people.csail.mit.edu/aschulz/instantCAD/a11-schulz.pdf,https://www.youtube.com/watch?v=_vHMFXfTq6o,https://people.csail.mit.edu/aschulz/instantCAD/index.html,ACM SIGGRAPH 2017
2017,CurveUps: shaping objects from flat plates with tension-actuated curvature (ACM SIGGRAPH 2017),"We present a computational approach for designing CurveUps, curvy shells that form from an initially flat state. They consist of small rigid tiles that are tightly held together by two pre-stretched elastic sheets attached to them.
	Our method allows the realization of smooth, doubly curved surfaces that can be fabricated as a flat piece. Once released, the restoring forces of the pre-stretched sheets support the object to take shape in 3D.
	[...]","Ruslan Guseinov, Eder Miguel, and Bernd Bickel.",https://doi.org/10.1145/3072959.3073709,http://pub.ist.ac.at/~rguseino/CurveUp.pdf,https://www.youtube.com/watch?v=OSo1HZFhVaU,http://visualcomputing.ist.ac.at/publications/2017/CurveUp/,ACM SIGGRAPH 2017
2017,Interactive Design and Stability Analysis of Decorative Joinery for Furniture (ACM SIGGRAPH 2017),"To perform this stability analysis, we introduce a novel variational static analysis method that addresses shortcomings of the equilibrium method for our task.
	Specifically, our method correctly detects sliding instabilities and reports the locations and directions of sliding and hinging failures.
	We show that our tool can be used to generate over 100 joints inspired by traditional woodworking and Japanese joinery.
	[...]","JiaXian Yao, Danny M. Kaufman, Yotam Gingold, Maneesh Agrawala",https://doi.org/10.1145/3054740,https://jiaxianyao.github.io/joinery/joinery.pdf,https://www.youtube.com/watch?v=djoJg57mkI0,https://jiaxianyao.github.io/joinery/,ACM SIGGRAPH 2017
2017,Orthotropic k-nearest foams for additive manufacturing (ACM SIGGRAPH 2017),"In this work, we propose a novel metamaterial with controllable, freely orientable, orthotropic elastic behavior - orthotropy means that elasticity is controlled independently along three orthogonal axes, which leads to materials that better adapt to uneven, directional load scenarios, and offer a more versatile material design primitive.
	The fine-scale structures are generated procedurally by a stochastic process, and resemble a foam. The absence of global organization and periodicity allows the free gradation of density, orientation, and stretch, leading to the controllable orthotropic behavior.
	The procedural nature of the synthesis process allows it to scale to arbitrarily large volumes at low memory costs.
	[...]","Jonàs Martínez, Haichuan Song, Jérémie Dumas, and Sylvain Lefebvre",https://doi.org/10.1145/3072959.3073638,,,,ACM SIGGRAPH 2017
2017,Directional screens (ACM SCF 2017),"The goal of display and screen manufacturers is to design devices or surfaces that maximize the perceived image quality, e.g., resolution, brightness, and color reproduction. Very often, a particular viewer location is not taken into account, and the quality is maximized across all viewing directions. This, however, has significant implications for energy efficiency. There is usually a very wide range of viewing directions (e.g., ceiling, floor, or walls) for which the displayed content does not need to be provided. Ignoring this fact results in energy waste due to a significant amount of light reflected towards these regions. In our work, we propose a new
	[...]","Michal Piovarči, Michael Wessely, Michał Jagielski, Marc Alexa, Wojciech Matusik, Piotr Didyk",https://doi.org/10.1145/3083157.3083162,https://dl.acm.org/ft_gateway.cfm?id=3083162&ftid=1880016&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,3D hatching: linear halftoning for dual extrusion fused deposition modeling (ACM SCF 2017),"This work presents halftoning techniques to manufacture 3D objects with the appearance of full grayscale imagery for Fused Deposition Modeling (FDM) printers. While droplet-based dithering is a common halftoning technique, this is not applicable to FDM printing, since FDM builds up objects by extruding material in semicontinuous paths. A set of three methods is presented which apply a linear halftoning principle called 'hatching' to horizontal, vertical and diagonal surfaces.
	[...]","Tim Kuipers, 	Eugeni Doubrovski, 	Jouke Verlinden",https://doi.org/10.1145/3083157.3083163,https://dl.acm.org/ft_gateway.cfm?id=3083163&ftid=1880017&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,SPIROU: constrained exploration for mechanical motion design (ACM SCF 2017),"Mechanisms are ubiquitous in our daily lives, and the motion they are able to transmit is often a critical part of their function. While fabrication from a virtual model can be done relatively easily in a fab lab, creating or customizing a model according to functional specifications remains a challenging task. We focus on a fascinating application: drawing machines. Devices such as the popular Spirograph can easily generate intricate patterns from an assembly of simple mechanical elements. Designing such machines, however, is made particularly tedious by the complex influence each configuration parameter has
	[...]","Robin Roussel, 	Marie-Paule Cani, Jean-Claude Léon, 	Niloy J. Mitra",https://doi.org/10.1145/3083157.3083158,https://dl.acm.org/ft_gateway.cfm?id=3083158&ftid=1880026&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,Task-based design of cable-driven articulated mechanisms (ACM SCF 2017),"We present a framework for the automatic design of articulated cable-driven mechanisms performing push andpick-and-place tasks. Provided an initial topology and task specification, our system optimizes the morphology and cable mechanisms such that the resulting mechanism can perform the desired task successfully. Optimizing for multiple tasks and multiple cables simultaneously is possible with our framework. At the core of our approach is an optimization algorithm that analyzes the kinematics of the design to evaluate the mechanism's ability to perform the task. Dynamical attributes, such as
	[...]","Jian Li, Sheldon Andrews, Krisztian G. Birkas, Paul G. Kry",https://doi.org/10.1145/3083157.3083161,https://dl.acm.org/ft_gateway.cfm?id=3083161&ftid=1880014&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,LightTrace: auto-router for designing LED based applications with conductive inkjet printing (ACM SCF 2017),"The combination of graphic design and printable electronic circuits has brought a large variety of customized elements to create interactive applications. The designers aim to focus on the creative and aesthetic aspects when crafting such applications. However, current technology forces designers to consider the discouraging and complicated electrical behavior of the related circuits. Even a simple application as activating a group of LEDs by means of conductive ink presents specific challenges. For instance, given the relatively high resistance of conductive ink, it is difficult to
	[...]","Tung D. Ta, Fuminori Okuya, Yoshihiro Kawahara",https://doi.org/10.1145/3083157.3083160,https://dl.acm.org/ft_gateway.cfm?id=3083160&ftid=1880010&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,Turning coders into makers: the promise of embedded design generation (ACM SCF 2017),"As personal fabrication becomes increasingly accessible and popular, a larger number of makers, many without formal training, are dabbling in embedded and electronics design. However, existing general-purpose, board-level circuit design techniques do not share desirable properties of modern software development, like rich abstraction layers and automated compiler checks, which facilitate powerful tools that ultimately lower the barrier to entry for programming, by allowing a higher level of design-separating specification from implementation-and providing
	[...]","Rohit Ramesh, Richard Lin, Antonio Iannopollo, Alberto Sangiovanni-Vincentelli, Björn Hartmann, Prabal Dutta",https://doi.org/10.1145/3083157.3083159,https://dl.acm.org/ft_gateway.cfm?id=3083159&ftid=1880013&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,Direct and immediate drawing with CNC machines (ACM SCF 2017),"We investigate how the immediate control of computer numerical control (CNC) machines can narrow the design-fabrication gap and combine manual art practice with digital fabrication.
	LINC (Live Interactive Numeric Control) is a sketch-based digital design tool for authoring 2D or 3D artworks in near-real time.
	To use LINC, users draw strokes which are then executed in one of three modes---static, manual, or as soon as possible---by either a large-scale or desktop-sized modified CNC router.
	We evaluate LINC through a study with eight artists.
	[...]","Jingyi Li, Jennifer Jacobs, Michelle Chang, and Björn Hartmann.",https://doi.org/10.1145/3083157.3096344,https://dl.acm.org/ft_gateway.cfm?id=3096344&ftid=1880015&dwn=1&CFID=37796087&CFTOKEN=1a905f2b2f53e7af-F0709693-9B63-12F8-8FECCBE311DCC69F,,,ACM SCF 2017
2017,Bend-a-rule: a fabrication-based workflow for 3D planar contour acquisition (ACM SCF 2017),"Bend-a-rule is a physical tool and workflow that enables the robust acquisition of planar contours of 3D shape. Our work exemplifies the design of physical artifacts that subsequently aid in digital design and fabrication. Bend-a-rule is a ruler, fabricated by laser-cutting a periodic pattern on a rigid board.
	The ruler has unidirectional flexibility, and readily bends to conform to the shape of curved planar contours on physical 3D objects.
	We present a novel workflow, by which this curved planar contour can be digitally acquired from a single image of the physical ruler. The acquired contour is then used to design laser-cut accessory shapes that attach to physcial 3D objects along the digitally acquired contour.
	[...]",Mian Wei and Karan Singh.,https://doi.org/10.1145/3083157.3083164,,,,ACM SCF 2017
2017,Joinery: Parametric Joint Generation for Laser Cut Assemblies (ACM Creativity and Cognition 2017),"Laser cutting is widely used by industrial designers and mechanical engineers as a rapid modeling tool. However, designing and fabricating laser cut assemblies can be a complex and tedious process, especially for novice designers.
	Through our research, we developed Joinery, a parametric joint generation tool for laser cut assemblies. Through Joinery, designers simply define connections between parts of an assembly, while the system generates the joints.
	[...]","Clement Zheng, Ellen Yi-Luen Do, and Jim Budd.",https://doi.org/10.1145/3059454.3059459,https://www.researchgate.net/publication/317868509_Joinery_Parametric_Joint_Generation_for_Laser_Cut_Assemblies,,http://cargocollective.com/clementzheng/filter/digital-fabrication/Joinery,ACM Creativity and Cognition 2017
2017,Facade: Auto-generating Tactile Interfaces to Appliances (ACM CHI 2017),"We introduce Facade—a crowdsourced fabrication pipeline to help blind people inde¬ pendently make physical interfaces accessible by adding a 3D printed augmentation of tactile buttons overlaying the original panel.
	Facade users capture a photo of the appliance with a readily available fiducial marker (a dollar bill) for recovering size information.
	This image is sent to multiple crowd workers, who work in parallel to quickly label and describe elements of the interface.
	Facade then generates a 3D model for a layer of tactile and pressable buttons that fits over the original controls.
	[...]","Anhong Guo, Jeeeun Kim, Xiang 'Anthony' Chen, Tom Yeh, Scott E. Hudson, Jennifer Mankoff, Jeffrey P. Bigham",https://doi.org/10.1145/3025453.3025845,https://www.cs.cmu.edu/~jbigham/pubs/pdfs/2017/facade.pdf,https://youtu.be/Tz1kt1gf7v4,,ACM CHI 2017
2017,EdiPulse: Investigating a Playful Approach to Self-monitoring through 3D Printed Chocolate Treats (ACM CHI 2017),"We introduce EdiPulse a novel system that creates activity treats to offer playful reflections on everyday physical activity through the appealing medium of chocolate.
	EdiPulse translates self-monitored data from physical activity into small 3D printed chocolate treats.
	Determination, Affection, and Co-experience. We conclude by highlighting key implications of our work for future playful food-based technology design in supporting the experience of being physically active.
	[...]","Rohit Ashok Khot, Deepti Aggarwal, Ryan Pennings, Larissa Hjorth, Florian ‘Floyd’ Mueller",https://doi.org/10.1145/3025453.3025980,http://exertiongameslab.org/wp-content/uploads/2017/02/edipulse_chi2017.pdf,https://www.youtube.com/watch?v=Bk3VQiE9HQw,,ACM CHI 2017
2017,Transformative Appetite (ACM CHI 2017),"We developed a concept of transformative appetite, where edible 2D films made of common food materials (protein, cellulose or starch) can transform into 3D food during cooking.
	This transformation process is triggered by water adsorption, and it is strongly compatible with the 'flat packaging' concept for substantially reducing shipping costs and storage space.
	To develop these transformable foods, we performed material-based design, established a hybrid fabrication strategy, and conducted performance simulation.
	[...]","Wen Wang, Lining Yao, Chin-Yi Cheng, Teng Zhang, Daniel Levine, Hiroshi Ishii",https://doi.org/10.1145/3025453.3026019,http://tmg-trackr.media.mit.edu/publishedmedia/Papers/643-OTI0O/Published/PDF,,http://tangible.media.mit.edu/project/transformative-appetite/?item=6,ACM CHI 2017
2017,Cardboard Machine Kit: Modules for the Rapid Prototyping of Rapid Prototyping Machines (ACM CHI 2017),"We propose a novel set of modules, the Cardboard Machine Kit, for the construction of digital fabrication machines.
	These open-source modules are implemented using cardboard frames, stepper motors, and networked electronics controlled through a Python library.
	We evaluated the kit both through machine building workshops and by studying the usage of the kit in the wild.  [...]
	
	
	DOI    
	Video    
	Page","Nadya Peek, James Coleman, Ilan Moyer, Neil Gershenfeld.",https://doi.org/10.1145/3025453.3025491,,https://vimeo.com/177397311,http://mtm.cba.mit.edu/machines/science/,ACM CHI 2017
2017,WireDraw: 3D Wire Sculpturing Guided with Mixed Reality (ACM CHI 2017),"We present a mixed reality system, called `WireDraw', to immersively guide the 3D drawing for easy wire sculpturing.
	The system design is based on novel 3D drawing principles and the subsequent optimization, making the stroke sequence of the wire model drawable and easy to draw.
	On-the-fly edits on unsatisfactory strokes are also allowed for creative design.  [...]
	
	
	DOI    
	Paper    
	Video","Ya-Ting Yue, Xiaolong Zhang, Yongliang Yang, Gang Ren, Yi-King Choi, Wenping Wang.",https://doi.org/10.1145/3025453.3025792,http://www.yongliangyang.net/docs/wireDraw_chi17.pdf,https://www.youtube.com/watch?v=JodJR-RF4Cg,,ACM CHI 2017
2017,"Printflatables: Printing Human-Scale, Functional and Dynamic Inflatable Objects (ACM CHI 2017)","Printflatables is a design and fabrication system for human-scale, functional and dynamic inflatable objects.
	We use inextensible thermoplastic fabric as the raw material with the key principle of introducing folds and thermal sealing.
	Upon inflation, the sealed object takes the expected three dimensional shape. [...]
	
	
	DOI    
	Paper    
	Video","Harpreet Sareen, Udayan Umapathi, Patrick Shin, Yasuaki Kakehi, Jifei Ou, Pattie Maes, Hiroshi Ishii.",https://doi.org/10.1145/3025453.3025898,http://tmg-trackr.media.mit.edu/publishedmedia/Papers/642-OTIzM/Published/PDF,https://www.youtube.com/watch?v=DYLV9v1YuwU,,ACM CHI 2017
2017,Pineal: Bringing Passive Objects to Life with Embedded Mobile Devices (ACM CHI 2017),"To mitigate this, we created Pineal, a design tool that lets end-users: (1) modify 3D models to include a smart watch or phone as its heart; (2) specify high-level interactive behaviours through visual programming; and (3) have the phone or watch act out such behaviours as the objects' ""smarts"".
	Furthermore, a series of prototypes show how Pineal exploits mobile sensing and output, and automatically generates 3D printed form-factors for rich, interactive, objects. [...]
	
	
	DOI    
	Paper    
	Video    
	Page","David Ledo, Fraser Anderson, Ryan Schmidt, Lora Oehlberg, Saul Greenberg, Tovi Grossman.",https://doi.org/10.1145/3025453.3025652,https://www.autodeskresearch.com/sites/default/files/pineal.pdf,https://www.youtube.com/watch?v=ORN9jljPncc,https://autodeskresearch.com/publications/pineal?linkId=34088210,ACM CHI 2017
2017,TrussFab: Fabricating Sturdy Large-Scale Structures on Desktop 3D Printers (ACM CHI 2017),"We present TrussFab, an integrated end-to-end system that allows users to fabricate large scale structures that are sturdy enough to carry human weight.
	TrussFab achieves the large scale by complementing 3D print with plastic bottles. It does not use these bottles as ""bricks"" though,
	but as beams that form structurally sound node-link structures, also known as trusses, allowing it to handle the forces resulting from scale and load. [...]
	
	
	DOI    
	Paper    
	Video","Robert Kovacs, Anna Seufert, Ludwig Wall, Hsiang-Ting Chen, Florian Meinel, Willi Müller, Sijing You, Maximilian Brehm, Jonathan Striebel, Yannis Kommana, Alexander Popiak, Thomas Bläsius, Patrick Baudisch.",https://doi.org/10.1145/3025453.3026016,https://hpi.de/fileadmin/user_upload/fachgebiete/baudisch/publications/CHI2017-TrussFab.pdf,https://www.youtube.com/watch?v=aoSzOL9k990,,ACM CHI 2017
2017,ProtoMold: An Interactive Vacuum Forming System for Rapid Prototyping (ACM CHI 2017),"We propose a novel fabrication machine called ProtoMold, which uses interactive vacuum forming system for rapid prototyping.
	ProtoMold combines a dynamical shape-changing surface that consists of 12 × 8 linear actuators and a vacuum forming system.
	According to the shape of the surface, this system can mold various 2.5 dimensional objects quickly. [...]
	
	
	DOI    
	Video","Junichi Yamaoka, Yasuaki Kakehi.",https://doi.org/10.1145/3025453.3025498,,https://www.youtube.com/watch?v=ifHMb6dNf0Y,,ACM CHI 2017
2017,Flexibles: Deformation-Aware 3D-Printed Tangibles for Capacitive Touchscreens (ACM CHI 2017),"We introduce Flexibles: 3D-printed flexible tangibles that are deformation-aware and operate on capacitive touchscreens.
	Flexibles add expressive deformation input to interaction with on-screen tangibles.
	Based on different types of deformation mapping, we contribute a set of 3D-printable mechanisms that capture pressing, squeezing, and bending input with multiple levels of intensities.  [...]
	
	
	DOI    
	Paper    
	Video    
	Page","Martin Schmitz, Jürgen Steimle, Jochen Huber, Niloofar Dezfuli, Max Mühlhäuser",https://doi.org/10.1145/3025453.3025663,https://hci.cs.uni-saarland.de/files/2017/03/TUD-CS-2017-0028.pdf,https://www.youtube.com/watch?v=UGcTsb_A0V8,https://www.tk.informatik.tu-darmstadt.de/en/research/tangible-interaction/flexibles/,ACM CHI 2017
2017,Digital Mechanical Metamaterials (ACM CHI 2017),"We explore how to embody mechanical computation into 3D printed objects, i.e., without electronic sensors, actuators, or controllers typically used for this purpose.
	A key benefit of our approach is that the resulting objects can be 3D printed in one piece and thus do not require assembly. [...]
	
	
	DOI    
	Paper    
	Video","Alexandra Ion, Ludwig Wall, Robert Kovacs, Patrick Baudisch.",https://doi.org/10.1145/3025453.3025624,https://hpi.de/fileadmin/user_upload/fachgebiete/baudisch/projects/metamaterial/digital-metamaterials/2017CHI_Digital_mechanical_metamaterials.pdf,https://www.youtube.com/watch?v=FFLKgPtrJis,,ACM CHI 2017
2017,Stretching the Bounds of 3D Printing with Embedded Textiles (ACM CHI 2017),"Combining 3D printing and textiles opens up new opportunities for rapidly creating rigid objects with embedded flexibility as well as soft
	materials imbued with additional functionality. We introduce a suite of techniques for integrating 3D printing with textiles
	during the printing process, opening up a new design space that takes inspiration from both fields. [...]
	
	
	DOI    
	Paper    
	Video","Michael L. Rivera, Melissa Moukperian, Daniel Ashbrook, Jennifer Mankoff, Scott E. Hudson.",https://doi.org/10.1145/3025453.3025460,http://fetlab.rit.edu/publications/2017-Stretching%20the%20Bounds%20of%203D%20Printing%20with%20Embedded%20Textiles.pdf,https://www.youtube.com/watch?v=vMZIl4vDHfc,,ACM CHI 2017
2017,Electrick: Low-Cost Touch Sensing Using Electric Field Tomography (ACM CHI 2017),"We show that our technique is compatible with commonplace manufacturing methods, such as spray/brush coating,
	vacuum forming, and casting/molding enabling a wide range of possible uses and outputs. Our technique can also
	bring touch interactivity to rapidly fabricated objects, including those that are laser cut or 3D printed. [...]
	
	
	DOI    
	Video","Yang Zhang, Gierad Laput, Chris Harrison",https://doi.org/10.1145/3025453.3025842,,https://www.youtube.com/watch?v=hM8VBxG4k54,,ACM CHI 2017
